Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,HouseAge,Quality_x_Area,Quality_x_TotalSF,Bath_x_Area,Garage_x_Quality,GrLivArea_to_LotArea,1stFlr_to_GrLivArea,GarageArea_to_GrLivArea,BsmtArea_to_GrLivArea,AvgRoomSize,TotalBathrooms,EffectiveAge,TotalPorchSF,AgeCategory,IsNew,Has2ndFloor,HasBasement,HasFireplace,HasPool,HasMasVnrArea,HasPorch,QualityCategory,NeighborhoodCategory,SalePrice
222,60,RL,,8068,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,GasA,Ex,Y,SBrkr,1010,1257,0,2267,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2002.0,RFn,2,390,TA,TA,Y,120,46,0,0,0,0,,,,0,12,2009,ConLI,Normal,3277,8,13602.0,19662.0,5667.5,12.0,0.2809866137480185,0.4455227170509384,0.17203352440580788,0.4455227170509384,283.37496457812944,2.5,7,166,New,False,True,True,True,False,False,True,Medium,Medium,200000
157,20,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,,,,,0,,0,0,0,GasA,TA,Y,FuseF,1040,0,0,1040,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1950.0,Unf,2,625,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,1040,60,5200.0,5200.0,1040.0,10.0,0.1444444444243827,0.9999999990384615,0.6009615378836908,0.0,207.99995840000832,1.0,56,0,Very_Old,False,False,False,False,False,False,False,Medium,Medium,109500
1018,120,RL,,5814,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,1036,Unf,0,184,1220,GasA,Gd,Y,SBrkr,1360,0,0,1360,1,0,1,0,1,1,Gd,4,Typ,1,Ex,Attchd,1984.0,RFn,2,565,TA,TA,Y,63,0,0,0,0,0,,,,0,8,2009,COD,Abnorml,2580,26,10880.0,20640.0,1360.0,16.0,0.23391812861473715,0.9999999992647058,0.4154411761651167,0.8970588228698096,339.99991500002125,2.0,25,63,Mid,False,False,True,True,False,False,True,High,High,187500
721,120,RL,,6563,Pave,,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,0,594,1742,GasA,TA,Y,SBrkr,1742,0,0,1742,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1985.0,RFn,2,564,TA,TA,Y,114,28,234,0,0,0,,,,0,12,2006,WD,Normal,3484,25,13936.0,27872.0,3484.0,16.0,0.2654273959674802,0.9999999994259471,0.32376578626649494,0.9999999994259471,348.39993032001394,3.0,21,376,Mid,False,False,True,True,False,False,True,High,High,275000
108,20,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,GasA,Ex,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1948.0,Unf,1,250,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Partial,1578,62,3945.0,7890.0,789.0,5.0,0.13149999997808332,0.9999999987325728,0.31685678033351483,0.9999999987325728,157.7999684400063,1.0,58,0,Very_Old,False,False,True,False,False,False,False,Medium,Low,115000
584,75,RM,75.0,13500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,1988.0,Unf,2,880,Gd,TA,Y,105,502,0,0,0,0,,,,0,7,2008,WD,Normal,4012,117,27750.0,40120.0,9712.5,20.0,0.20555555554032923,0.5481081079105917,0.3171171170028407,0.4457657656051295,308.3332990740779,3.5,8,607,Very_Old,False,True,True,True,False,False,True,High,Low,325000
558,50,C (all),60.0,11040,Pave,,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,Rec,637,Unf,0,0,637,GasA,Gd,Y,SBrkr,897,439,0,1336,0,0,1,1,3,1,TA,7,Typ,0,,CarPort,1994.0,Unf,1,570,TA,TA,Y,0,47,120,0,0,0,,,,0,9,2006,COD,Normal,1973,90,5344.0,7892.0,2004.0,4.0,0.12101449274266173,0.6714071851261921,0.42664670626747997,0.4767964068287452,190.85711559184062,1.5,56,167,Very_Old,False,True,True,False,False,False,True,Low,Low,108000
440,50,RL,67.0,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,GasA,Gd,Y,SBrkr,684,512,0,1196,0,0,1,0,3,1,Gd,7,Typ,0,,Detchd,2005.0,Unf,2,528,TA,TA,Y,0,46,0,0,0,0,,GdPrv,Shed,800,8,2009,ConLI,Normal,1880,90,7176.0,11280.0,1196.0,12.0,0.09681074954696367,0.5719063540368675,0.4414715715372311,0.5719063540368675,170.85711844898307,1.0,9,46,Very_Old,False,True,True,False,False,False,True,Medium,Low,110000
592,60,RL,97.0,13478,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,420.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1338,Unf,0,384,1722,GasA,Ex,Y,SBrkr,1728,568,0,2296,1,0,2,1,3,1,Ex,10,Typ,1,Gd,BuiltIn,2008.0,RFn,3,842,TA,TA,Y,382,274,0,0,0,0,,,,0,6,2009,ConLI,Normal,4018,2,22960.0,40180.0,5740.0,30.0,0.17035168421350708,0.7526132400903253,0.3667247385162349,0.749999999673345,229.5999770400023,3.5,1,656,New,False,True,True,True,False,True,True,High,High,451950
279,20,RL,107.0,14450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2121,2121,GasA,Ex,Y,SBrkr,2121,0,0,2121,0,0,2,1,3,1,Ex,8,Typ,1,Ex,Attchd,2007.0,Fin,3,732,TA,TA,Y,124,98,0,0,142,0,,,,0,5,2007,New,Partial,4242,4,19089.0,38178.0,5302.5,27.0,0.1467820069102573,0.9999999995285244,0.3451202261456293,0.9999999995285244,265.1249668593792,2.5,0,364,New,False,False,True,True,False,True,True,High,High,415298
1242,20,RL,83.0,9849,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1689,1689,GasA,Ex,Y,SBrkr,1689,0,0,1689,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,3,954,TA,TA,Y,0,56,0,0,0,0,,,,0,6,2007,New,Partial,3378,3,11823.0,23646.0,3378.0,21.0,0.17148949130150376,0.9999999994079336,0.5648312607668258,0.9999999994079336,241.28567981633145,2.0,0,56,New,True,False,True,False,False,False,True,Medium,High,248328
907,20,RL,116.0,13501,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,Gd,TA,PConc,Gd,TA,No,GLQ,63,Unf,0,1560,1623,GasA,Ex,Y,SBrkr,1636,0,0,1636,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,865,TA,TA,Y,0,60,0,0,0,0,,,,0,6,2007,WD,Normal,3259,4,13088.0,26072.0,3272.0,24.0,0.12117620916071578,0.999999999388753,0.5287286060337845,0.9920537891246615,204.49997443750323,3.0,1,60,New,False,False,True,True,False,True,True,High,High,255000
231,20,RL,73.0,8760,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1194,1194,GasA,TA,Y,SBrkr,1194,0,0,1194,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1959.0,RFn,1,312,TA,TA,Y,0,0,120,0,0,0,,,,0,4,2010,WD,Normal,2388,51,7164.0,14328.0,1194.0,6.0,0.13630136984745417,0.999999999162479,0.2613065324444669,0.999999999162479,198.99996683333885,2.0,51,120,Very_Old,False,False,True,False,False,True,True,Medium,Medium,148000
974,20,FV,95.0,11639,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,CemntBd,CmentBd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1428,1428,GasA,Ex,Y,SBrkr,1428,0,0,1428,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2007.0,Fin,2,480,TA,TA,Y,0,120,0,0,0,0,,,,0,12,2008,New,Partial,2856,3,9996.0,19992.0,2856.0,14.0,0.12269095282045786,0.9999999992997198,0.3361344535461243,0.9999999992997198,237.99996033333994,2.0,0,120,New,False,False,True,False,False,False,True,Medium,High,182000
541,20,RL,85.0,14601,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1260,Unf,0,578,1838,GasA,Ex,Y,SBrkr,1838,0,0,1838,1,0,2,0,2,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,765,TA,TA,Y,270,68,0,0,0,0,,,,0,3,2009,WD,Normal,3676,4,16542.0,33084.0,3676.0,27.0,0.12588178890994578,0.9999999994559303,0.41621327507278927,0.9999999994559303,229.7499712812536,3.0,3,338,New,False,False,True,True,False,True,True,High,High,315000
1408,20,RL,,8780,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1985,1985,Gable,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,625,Unf,0,208,833,GasA,Ex,Y,SBrkr,833,0,0,833,1,0,1,0,3,1,TA,5,Typ,0,,,0.0,,0,0,,,Y,0,0,0,0,0,0,,MnPrv,,0,3,2009,WD,Normal,1666,25,4165.0,8330.0,833.0,0.0,0.09487471525115322,0.9999999987995198,0.0,0.9999999987995198,166.59996668000667,2.0,24,0,Mid,False,False,True,False,False,False,False,Medium,Medium,112000
1025,20,RL,,15498,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,1976,Hip,WdShake,Stone,HdBoard,,0.0,Gd,TA,CBlock,Gd,TA,Av,ALQ,1165,LwQ,400,0,1565,GasA,TA,Y,SBrkr,2898,0,0,2898,1,0,2,0,2,1,Gd,10,Typ,1,Gd,Attchd,1976.0,Fin,2,665,TA,TA,Y,0,72,174,0,0,0,,,,0,5,2008,COD,Abnorml,4463,34,23184.0,35704.0,5796.0,16.0,0.18699186990663363,0.9999999996549345,0.22946859895463473,0.5400276050586517,289.79997102000294,3.0,32,246,Old,False,False,True,True,False,False,True,High,High,287000
911,90,RL,80.0,11600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkFace,361.0,TA,TA,CBlock,TA,TA,No,Rec,443,Unf,0,662,1105,GasA,TA,Y,FuseA,1105,1169,0,2274,0,0,2,0,5,2,TA,12,Typ,0,,Detchd,1960.0,Unf,2,480,TA,TA,Y,0,0,0,0,0,0,,,,0,1,2010,WD,Normal,3379,50,11370.0,16895.0,4548.0,10.0,0.19603448274172117,0.4859278801732947,0.21108179410242667,0.4859278801732947,189.49998420833467,2.0,50,0,Old,False,True,True,False,False,True,False,Medium,Medium,154300
205,50,RM,50.0,3500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312,Unf,0,408,720,GasA,TA,Y,SBrkr,720,564,0,1284,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,35,0,0,0,0,,MnWw,,0,4,2009,WD,Normal,2004,63,6420.0,10020.0,1926.0,5.0,0.36685714275232656,0.5607476631146825,0.18691588770489415,0.5607476631146825,256.79994864001026,1.5,59,35,Very_Old,False,True,True,False,False,False,True,Medium,Low,110000
959,20,RL,65.0,8450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,699,Unf,0,638,1337,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2003.0,RFn,2,531,TA,TA,Y,0,39,0,0,0,0,,,,0,10,2007,WD,Normal,2674,7,9359.0,18718.0,2674.0,14.0,0.15822485205228107,0.9999999992520567,0.39715781570893205,0.9999999992520567,222.83329619445064,3.0,4,39,New,False,False,True,False,False,False,True,Medium,Medium,185000
226,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1991.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,COD,Abnorml,1932,39,6510.0,9660.0,3255.0,5.0,0.7749999995386905,0.4838709673702988,0.21505376327568834,0.4838709673702988,216.99996383333936,2.5,38,0,Old,False,True,True,False,False,True,False,Medium,Low,112000
1220,160,RM,21.0,1680,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,GasA,TA,Y,SBrkr,672,546,0,1218,0,0,1,1,3,1,TA,7,Typ,0,,,0.0,,0,0,,,N,201,0,0,0,0,0,,,,0,4,2006,WD,Abnorml,1890,39,7308.0,11340.0,1827.0,0.0,0.7249999995684523,0.5517241374780589,0.0,0.5517241374780589,173.99997514286068,1.5,35,201,Old,False,True,True,False,False,True,True,Medium,Low,91500
359,80,RL,92.0,6930,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,300,Rec,294,468,1062,GasA,Ex,Y,FuseF,1352,0,0,1352,0,1,1,0,3,1,Gd,6,Min2,0,,BuiltIn,1958.0,Unf,1,288,TA,TA,Y,168,0,294,0,0,0,,,,0,7,2006,WD,Abnorml,2414,52,6760.0,12070.0,1352.0,5.0,0.19509379506564303,0.999999999260355,0.21301775132173242,0.7855029579988883,225.33329577778403,1.5,48,462,Very_Old,False,False,True,False,False,True,True,Medium,Medium,130000
308,50,RM,,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,319,319,GasA,TA,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,Fa,6,Typ,0,,,0.0,,0,0,,,N,0,144,0,0,0,0,,MnPrv,,0,3,2008,WD,Normal,1725,90,8436.0,10350.0,1406.0,0.0,0.1775252525028377,0.7361308671862511,0.0,0.22688477935498946,234.3332942777843,1.0,58,144,Very_Old,False,True,True,False,False,False,True,Medium,Low,89500
989,60,RL,,12046,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,TA,TA,CBlock,TA,TA,No,LwQ,156,Unf,0,692,848,GasA,TA,Y,SBrkr,1118,912,0,2030,0,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1976.0,Fin,2,551,TA,TA,Y,0,224,0,0,0,0,,,,0,6,2007,WD,Normal,2878,34,12180.0,17268.0,5075.0,12.0,0.16852067074808894,0.5507389159848577,0.27142857129486275,0.41773398994200295,253.74996828125398,2.5,31,224,Old,False,True,True,True,False,True,True,Medium,Medium,195000
17,20,RL,,11241,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,ALQ,578,Unf,0,426,1004,GasA,Ex,Y,SBrkr,1004,0,0,1004,1,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1970.0,Fin,2,480,TA,TA,Y,0,0,0,0,0,0,,,Shed,700,3,2010,WD,Normal,2008,40,6024.0,12048.0,1004.0,12.0,0.08931589715422864,0.9999999990039841,0.47808764892620753,0.9999999990039841,200.79995984000803,2.0,40,0,Old,False,False,True,True,False,True,False,Medium,Medium,149000
311,60,RL,,7685,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,ALQ,518,Unf,0,179,697,GasA,Gd,Y,SBrkr,697,804,0,1501,0,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1993.0,Fin,2,420,TA,TA,Y,190,63,0,0,0,0,,,,0,5,2006,WD,Normal,2198,17,9006.0,13188.0,3752.5,12.0,0.1953155497468685,0.4643570949604549,0.27981345750845205,0.4643570949604549,250.16662497222916,2.5,12,253,Mid,False,True,True,True,False,True,True,Medium,Medium,165600
1157,80,RL,85.0,9350,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,633,Unf,0,586,1219,GasA,Gd,Y,SBrkr,1265,0,0,1265,0,1,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,1965.0,RFn,2,502,TA,TA,Y,0,92,0,96,0,0,,MnPrv,,0,10,2008,WD,Normal,2484,45,6325.0,12420.0,2530.0,10.0,0.13529411763258886,0.9999999992094861,0.3968379443503257,0.9636363628745956,210.8332981944503,2.5,9,188,Old,False,False,True,True,False,False,True,Medium,Medium,179900
140,60,RL,65.0,15426,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,821,Unf,0,107,928,GasA,Ex,Y,SBrkr,928,836,0,1764,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1997.0,RFn,2,470,TA,TA,Y,276,99,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal,2692,13,10584.0,16152.0,4410.0,12.0,0.11435239205793125,0.5260770972074392,0.2664399091460091,0.5260770972074392,251.99996400000515,3.5,12,375,Mid,False,True,True,False,False,False,True,Medium,Medium,231500
66,60,RL,76.0,9591,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2004.0,RFn,3,852,TA,TA,Y,192,151,0,0,0,0,,,,0,10,2007,WD,Normal,3616,6,19784.0,28928.0,6182.5,24.0,0.2578458971684031,0.46219166984949794,0.34452082476970447,0.46219166984949794,274.777747246917,2.5,2,343,New,False,True,True,True,False,True,True,High,High,317000
1141,20,RL,60.0,7350,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,852,Unf,0,100,952,GasA,TA,Y,SBrkr,952,0,0,952,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,1988.0,Unf,2,840,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2008,COD,Abnorml,1904,59,4760.0,9520.0,952.0,10.0,0.12952380950618722,0.9999999989495798,0.8823529402496293,0.9999999989495798,237.99994050001487,2.0,57,0,Very_Old,False,False,True,False,False,False,False,Medium,Medium,139000
403,30,RL,60.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,672,0,0,672,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1940.0,Unf,1,240,TA,TA,N,168,0,0,0,0,0,,GdPrv,,0,8,2008,WD,Normal,1344,70,3360.0,6720.0,672.0,5.0,0.06588235293471742,0.9999999985119048,0.35714285661139455,0.9999999985119048,167.99995800001048,1.0,11,168,Very_Old,False,False,True,False,False,False,True,Medium,Low,108000
902,20,RL,64.0,8712,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,860,Unf,0,132,992,GasA,TA,Y,SBrkr,1306,0,0,1306,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1968.0,Unf,1,756,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2009,WD,Normal,2298,53,6530.0,11490.0,1306.0,5.0,0.14990817261823827,0.9999999992343032,0.5788667683163348,0.7595712092193175,261.19994776001045,2.0,9,0,Very_Old,False,False,True,False,False,False,False,Medium,Medium,153000
493,60,RL,105.0,15578,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,728,728,GasA,Gd,Y,SBrkr,728,728,0,1456,0,0,2,1,3,1,TA,8,Typ,0,,Attchd,2006.0,RFn,2,429,TA,TA,Y,0,0,0,0,0,0,,,,0,5,2006,New,Partial,2184,4,8736.0,13104.0,3640.0,12.0,0.09346514314459718,0.49999999965659336,0.2946428569404925,0.49999999965659336,181.99997725000287,2.5,0,0,New,True,True,True,False,False,False,False,Medium,Medium,172785
586,20,RL,88.0,11443,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,208.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1460,Unf,0,408,1868,GasA,Ex,Y,SBrkr,2028,0,0,2028,1,0,2,0,2,1,Gd,7,Typ,2,Gd,Attchd,2005.0,RFn,3,880,TA,TA,Y,326,66,0,0,0,0,,,,0,3,2006,New,Partial,3896,5,16224.0,31168.0,4056.0,24.0,0.17722625184154275,0.9999999995069033,0.4339250490956977,0.9211045360349582,289.7142443265365,3.0,0,392,New,False,False,True,True,False,True,True,High,High,369900
335,60,RL,59.0,9042,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,Unf,0,115,943,GasA,Gd,Y,SBrkr,943,695,0,1638,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1998.0,Fin,2,472,TA,TA,Y,100,38,0,0,0,0,,,,0,7,2008,WD,Normal,2581,12,9828.0,15486.0,4095.0,12.0,0.18115461179151132,0.5757020753506092,0.2881562879803685,0.5757020753506092,233.99996657143333,3.5,10,138,Mid,False,True,True,True,False,False,True,Medium,Medium,192000
203,50,RL,50.0,7000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,0,617,GasA,Gd,Y,SBrkr,865,445,0,1310,0,0,2,0,2,1,TA,6,Min1,0,,Attchd,1924.0,Unf,1,398,TA,TA,Y,0,0,126,0,0,0,,,,0,5,2006,COD,Normal,1927,86,7860.0,11562.0,2620.0,6.0,0.18714285711612244,0.6603053430074004,0.3038167936612085,0.4709923660526775,218.3332969444505,2.0,56,126,Very_Old,False,True,True,False,False,False,True,Medium,Low,112000
